 575243 000013.37 000017.78 000125
 1540574875 00000-12.01 000063.26 000126
 1540574876 000002.20 000040.57 000125
 1540574877 000004.84 000031.91 000126
 1540574878 000007.12 000028.25 000126
 1540574880 000007.51 000026.85 000125
 1540574881 000008.62 000024.36 000126
 1540574882 000008.94 000021.63 000126
 1540574883 000011.15 000021.99 000126
 1540574885 000010.80 000019.81 000126
 1540574886 000010.89 000019.86 000126
 1540574887 000011.49 000019.18 000126
 1540574889 000011.58 000018.72 000126
 1540574890 000013.09 000018.50 000126
 1540574891 000012.36 000018.13 000126
 1540574892 000012.71 000017.69 000126
 1540574894 000013.21 000018.03 000126
 1540574895 000012.62 000017.89 000126
 1540574896 000013.54 000017.65 000126
 1540574897 000013.12 000017.83 000126
 1540574899 000012.83 000018.07 000126
 1540574900 000013.13 000018.22 000126
 1540574901 000011.99 000018.43 000126
 1540574903 000012.26 000018.07 000126
 1540574904 000013.11 000017.78 000126
 1540574905 000012.46 000018.07 000126
 1540574906 000012.91 000018.00 000126
 1540574908 000012.44 000017.98 000125
 1540574909 000012.99 000018.17 000126
 1540574910 000014.19 000017.84 000126
 1540574911 000013.15 000018.08 000126
 1540574913 000012.99 000018.05 000126
 1540574914 000012.44 000017.80 000126
 1540574915 000011.90 000017.93 000126
 1540574917 000013.00 000017.98 000126
 1540574918 000013.53 000018.02 000126
 1540574919 000013.00 000017.96 000126
 1540574920 000013.55 000018.05 000126
 1540574922 000012.12 000017.91 000126
 1540574923 000013.79 000018.08 000126
 1540574924 000013.91 000018.05 000126
 1540574925 000013.00 000018.01 000126
 1540574927 000014.28 000018.01 000126
 1540574928 000012.13 000017.87 000126
 1540574929 000013.83 000017.98 000126
 1540574931 000013.09 000017.91 000126
 1540574932 000013.21 000017.83 000126
 1540574933 000012.28 000017.97 000126
 1540574934 000013.49 000017.92 000126
 1540574936 000012.77 000018.04 000126
 1540574937 000013.59 000018.06 000126
 1540574938 000012.72 000017.87 000125
 1540574940 000012.70 000018.04 000126
 1540574941 000012.65 000017.92 000125
 1540574942 000013.21 000018.11 000126
 1540574943 000013.33 000018.11 000126
 1540574945 000013.09 000017.99 000126
 1540574946 000013.98 000018.04 000126
 1540574947 000014.60 000017.87 000126
 1540574948 000013.50 000018.03 000126
 1540574950 000013.89 000017.91 000126
 1540574951 000012.43 000017.96 000126
 1540574952 000012.93 000017.86 000126
 1540574954 000012.97 000017.97 000125
 1540574955 000012.88 000017.79 000124
 1540574956 000014.11 000017.85 000124
 1540574957 000012.72 000017.86 000126
 1540574959 000013.02 000018.07 000126
 1540574960 000013.88 000017.87 000125
 1540574961 000013.45 000018.10 000126
 1540574962 000012.95 000017.90 000126
 1540574964 000013.07 000018.02 000126
 1540574965 000012.83 000018.03 000126
 1540574966 000012.88 000018.05 000126
 1540574968 000012.63 000017.90 000125
 1540574969 000013.57 000017.73 000125
 1540574970 000013.58 000017.94 000126
 1540574971 000014.07 000017.89 000126
 1540574973 000012.60 000018.03 000126
 1540574974 000012.09 000017.82 000125
 1540574975 000013.73 000017.91 000125
 1540574976 000013.91 000017.92 000125
 1540574978 000013.23 000017.86 000125
 1540574979 000013.08 000017.95 000126
 1540574980 000014.07 000018.07 000126
 1540574982 000013.83 000018.01 000126
 1540574983 000014.60 000017.80 000126
 1540574984 000014.80 000018.02 000126
 1540574985 000014.04 000017.83 000126
 1540574987 000013.21 000018.05 000126
 1540574988 000014.94 000018.01 000126
 1540574989 000013.42 000017.93 000126
 1540574991 000013.33 000017.86 000126
 1540574992 000011.82 000017.94 000126
 1540574993 000013.86 000018.07 000126
 1540574994 000013.79 000017.89 000126
 1540574996 000014.54 000017.91 000126
 1540574997 000012.27 000017.76 000125
 1540574998 000012.95 000017.82 000126
 1540574999 000013.40 000018.10 000126
 1540575001 000012.12 000017.99 000125
 1540575002 000013.49 000017.83 000126
 1540575003 000012.11 000018.08 000126
 1540575005 000013.16 000018.03 000126
 1540575006 000012.48 000017.90 000126
 1540575007 000012.59 000017.88 000126
 1540575008 000013.54 000017.87 000126
 1540575010 000013.53 000018.08 000126
 1540575011 000013.32 000017.74 000126
 1540575012 000011.82 000017.97 000126
 1540575013 000012.38 000018.01 000126
 1540575015 000012.68 000017.92 000126
 1540575016 000014.22 000018.07 000126
 1540575017 000013.05 000017.93 000126
 1540575019 000013.87 000017.94 000126
 1540575020 000013.45 000017.98 000126
 1540575021 000014.73 000018.04 000126
 1540575022 000013.88 000018.05 000126
 1540575024 000012.63 000017.79 000126
 1540575025 000013.59 000017.82 000125
 1540575026 000013.94 000017.94 000125
 1540575027 000012.95 000017.64 000125
 1540575029 000013.34 000018.00 000125
 1540575030 000013.57 000017.88 000125
 1540575031 000013.55 000017.70 000126
 1540575033 000014.24 000017.87 000126
 1540575034 000013.89 000017.89 000126
 1540575035 000012.83 000017.96 000125
 1540575036 000012.76 000018.05 000125
 1540575038 000014.94 000017.90 000126
 1540575039 000014.32 000017.86 000125
 1540575040 000013.90 000017.92 000125
 1540575041 000012.56 000017.92 000125
 1540575043 000012.05 000018.02 000126
 1540575044 000011.71 000018.13 000126
 1540575045 000012.61 000017.93 000126
 1540575047 000013.73 000018.02 000126
 1540575048 000012.02 000017.97 000126
 1540575049 000014.00 000018.02 000126
 1540575050 000013.93 000017.98 000126
 1540575052 000011.37 000018.02 000126
 1540575053 000013.52 000017.78 000126
 1540575054 000013.15 000017.91 000126
 1540575056 000013.13 000017.99 000126
 1540575057 000014.51 000018.04 000126
 1540575058 000012.50 000017.96 000126
 1540575059 000012.85 000017.79 000126
 1540575061 000014.00 000017.89 000126
 1540575062 000013.38 000018.01 000126
 1540575063 000013.90 000018.03 000126
 1540575064 000012.69 000018.04 000126
 1540575066 000012.92 000017.93 000126
 1540575067 000012.79 000017.86 000126
 1540575068 000013.11 000018.11 000126
 1540575070 000014.14 000018.01 000126
 1540575071 000012.89 000018.06 000126
 1540575072 000012.88 000017.91 000126
 1540575073 000012.67 000018.10 000126
 1540575075 000013.03 000018.09 000126
 1540575076 000013.40 000017.94 000126
 1540575077 000013.65 000018.07 000126
 1540575078 000012.78 000017.97 000126
 1540575080 000013.09 000017.93 000126
 1540575081 000012.40 000017.97 000126
 1540575082 000011.91 000017.98 000126
 1540575084 000013.85 000017.89 000126
 1540575085 000013.97 000017.96 000126
 1540575086 000013.64 000018.02 000126
 1540575087 000012.88 000018.03 000126
 1540575089 000013.11 000017.95 000126
 1540575090 000013.49 000018.07 000126
 1540575091 000012.61 000018.12 000126
 1540575092 000012.86 000018.01 000126
 1540575094 000013.39 000018.05 000126
 1540575095 000013.74 000018.01 000126
 1540575096 000011.96 000018.04 000126
 1540575098 000012.49 000018.01 000126
 1540575099 000012.69 000018.00 000126
 1540575100 000012.91 000017.99 000126
 1540575101 000014.13 000018.02 000126
 1540575103 000013.73 000017.91 000126
 1540575104 000013.36 000017.88 000126
 1540575105 000014.46 000017.91 000126
 1540575106 000012.67 000017.94 000125
 1540575108 000013.16 000018.05 000126
 1540575109 000013.12 000018.12 000126
 1540575110 000012.59 000018.03 000126
 1540575112 000012.95 000017.88 000125
 1540575113 000013.16 000018.04 000126
 1540575114 000014.42 000017.95 000126
 1540575115 000013.54 000017.88 000126
 1540575117 000012.11 000018.18 000126
 1540575118 000013.72 000017.99 000126
 1540575119 000013.42 000017.99 000126
 1540575121 000013.68 000017.87 000126
 1540575122 000013.60 000017.92 000126
 1540575123 000013.24 000017.91 000126
 1540575124 000013.50 000017.91 000126
 1540575126 000013.62 000017.95 000126
 1540575127 000012.81 000017.97 000126
 1540575128 000012.32 000017.99 000126
 1540575129 000013.41 000018.07 000126
 1540575131 000011.77 000018.07 000126
 1540575132 000012.06 000017.96 000126
