1540561212 13.31 18.06 126.49 8.03 5.68
1540561213 12.81 17.94 125.83 8.06 5.62
1540561214 13.67 17.97 125.81 7.97 5.64
1540561215 13.93 17.85 125.22 7.97 5.57
1540561217 13.75 17.78 125.58 8.18 5.55
1540561218 14.74 17.88 125.82 8.15 5.57
1540561219 13.66 17.87 126.35 8.00 5.54
1540561220 14.41 17.91 126.39 8.02 5.57
1540561222 14.95 17.94 126.45 8.29 5.62
1540561223 13.34 17.70 126.14 8.18 5.43
1540561224 12.62 17.55 125.49 7.78 5.40
1540561226 13.10 18.06 126.08 7.97 5.70
1540561227 12.72 18.07 126.30 7.94 5.69
1540561228 14.22 17.97 126.32 8.17 5.63
1540561229 14.59 17.83 125.95 8.13 5.52
1540561231 12.00 17.93 126.02 8.04 5.68
1540561232 12.81 18.06 126.29 8.03 5.66
1540561233 13.92 18.01 126.30 8.02 5.63
1540561234 13.85 17.88 126.62 8.03 5.54
1540561236 13.56 17.86 125.87 7.89 5.59
1540561237 13.56 17.91 125.93 8.00 5.56
1540561238 14.25 17.90 126.45 7.96 5.57
1540561240 14.57 17.95 126.66 8.12 5.68
1540561241 13.39 17.95 126.41 7.97 5.60
1540561242 14.63 17.86 126.63 8.10 5.54
1540561243 13.53 18.00 126.38 7.97 5.62
1540561245 13.65 17.90 126.64 8.06 5.52
1540561246 12.15 18.04 126.44 8.12 5.62
1540561247 13.26 17.84 126.63 8.05 5.52
1540561248 14.33 18.02 126.40 8.23 5.69
1540561250 13.72 17.98 126.42 8.10 5.64
1540561251 14.01 17.99 126.61 8.04 5.66
1540561252 13.82 17.67 126.70 8.19 5.49
1540561254 13.77 17.81 126.43 8.01 5.50
1540561255 13.63 18.16 126.74 7.89 5.69
1540561256 13.78 18.00 126.60 8.02 5.64
1540561257 14.87 18.03 126.48 8.03 5.59
1540561259 13.90 17.93 126.57 8.04 5.65
1540561260 14.66 17.87 126.42 8.03 5.50
1540561261 13.96 17.72 126.47 8.10 5.49
1540561263 13.58 17.91 126.80 8.11 5.55
1540561264 14.10 17.81 126.45 8.18 5.48
1540561265 13.37 18.00 126.54 7.95 5.63
1540561266 13.73 18.05 126.47 8.04 5.68
1540561268 14.25 17.98 126.86 7.93 5.58
1540561269 12.28 18.03 126.43 7.99 5.71
1540561270 13.75 17.94 126.38 7.99 5.64
1540561271 12.63 17.92 126.49 8.15 5.65
1540561273 14.31 17.83 125.96 8.09 5.63
1540561274 13.72 17.91 126.35 8.04 5.60
1540561275 13.35 17.73 125.84 7.92 5.55
1540561277 14.71 17.94 126.35 8.04 5.61
1540561278 13.31 17.69 126.36 8.16 5.47
1540561279 14.21 17.91 126.42 8.07 5.63
1540561280 14.17 17.92 126.58 7.99 5.61
1540561282 12.82 17.63 126.47 8.17 5.54
1540561283 13.46 17.94 126.53 8.19 5.64
1540561284 13.23 17.56 126.42 8.08 5.48
1540561285 13.90 18.13 126.67 8.08 5.61
1540561287 14.00 18.09 126.47 8.13 5.66
1540561288 14.06 17.79 126.42 7.95 5.48
1540561289 12.33 18.04 126.46 8.07 5.60
1540561291 13.41 17.96 126.77 8.04 5.72
1540561292 13.43 17.99 126.47 8.12 5.62
1540561293 14.12 17.92 126.62 8.19 5.60
1540561294 13.14 17.68 126.48 8.06 5.50
1540561296 14.41 17.97 126.41 8.19 5.52
1540561297 12.60 17.77 126.48 8.03 5.53
1540561298 13.20 17.60 126.71 8.11 5.46
1540561299 13.83 17.77 126.38 8.04 5.44
1540561301 13.28 17.74 126.74 8.13 5.62
1540561302 13.15 17.81 126.48 8.08 5.58
1540561303 12.41 18.14 126.48 8.05 5.61
1540561305 13.22 17.86 126.44 8.03 5.63
1540561306 13.19 17.75 125.78 7.95 5.49
1540561307 12.88 17.89 126.61 8.25 5.64
1540561308 13.32 18.30 126.48 8.07 5.74
1540561310 12.55 18.05 126.46 8.02 5.71
1540561311 13.48 18.12 126.59 8.16 5.67
1540561312 13.18 17.89 126.35 8.04 5.61
1540561313 13.06 18.08 126.40 8.03 5.63
1540561315 13.57 17.87 126.36 8.00 5.55
1540561316 13.48 17.84 126.53 8.03 5.54
1540561317 14.49 17.85 126.30 8.15 5.60
1540561319 13.66 17.60 126.41 8.19 5.50
1540561320 12.76 18.01 126.51 8.13 5.58
1540561321 13.40 17.80 126.70 8.16 5.70
1540561322 13.59 18.05 126.51 8.07 5.65
1540561324 13.27 17.77 125.96 7.83 5.53
1540561325 13.39 17.95 126.46 8.18 5.65
1540561326 14.34 18.08 126.37 8.12 5.62
1540561328 13.86 18.05 126.65 8.12 5.68
1540561329 12.91 18.07 126.69 8.13 5.64
1540561330 13.62 17.84 126.41 7.97 5.49
1540561331 12.96 18.09 126.81 8.02 5.65
1540561333 13.44 18.00 126.38 8.00 5.67
1540561334 14.11 17.82 126.11 8.02 5.54
1540561335 12.93 17.63 126.43 8.11 5.42
1540561336 13.86 18.15 126.72 8.11 5.71
1540561338 13.46 17.96 126.65 8.00 5.61
1540561339 12.99 17.81 126.68 8.10 5.31
1540561340 14.06 18.04 126.61 7.94 5.62
1540561342 13.96 17.98 126.66 8.18 5.63
1540561343 14.04 18.02 126.36 8.00 5.68
1540561344 12.20 17.80 126.47 8.24 5.56
1540561345 14.07 17.91 126.42 8.08 5.62
1540561347 12.98 17.96 126.67 8.16 5.42
1540561348 13.77 17.95 126.47 7.95 5.63
1540561349 12.90 17.84 125.95 8.26 5.63
1540561350 12.95 17.91 126.53 8.01 5.62
1540561352 14.67 17.89 126.43 8.06 5.53
1540561353 14.25 17.89 126.39 8.09 5.62
1540561354 14.38 17.89 126.41 8.28 5.66
1540561356 13.55 17.80 126.39 8.04 5.53
1540561357 14.04 17.85 126.51 8.27 5.55
1540561358 13.17 17.85 126.32 8.22 5.58
1540561359 13.87 17.80 126.45 8.09 5.54
1540561361 14.11 17.77 126.45 7.93 5.56
1540561362 13.32 17.68 125.88 7.97 5.51
1540561363 13.94 17.98 126.41 8.10 5.67
1540561364 14.26 18.07 126.52 8.00 5.66
1540561366 13.60 18.07 126.52 8.02 5.65
1540561367 14.44 18.02 126.71 8.23 5.58
1540561368 14.53 18.00 126.45 7.89 5.65
1540561370 13.35 17.74 125.91 7.97 5.61
1540561371 12.32 18.05 126.46 7.86 5.64
1540561372 13.86 17.91 126.42 8.21 5.54
1540561373 14.25 17.94 126.54 8.22 5.59
1540561375 14.23 17.87 126.42 8.09 5.58
1540561376 13.94 17.87 126.49 8.03 5.60
1540561377 12.55 17.61 126.37 7.88 5.42
1540561378 11.93 17.72 126.35 8.04 5.53
1540561380 12.60 18.10 126.46 7.91 5.69
1540561381 13.50 17.89 125.64 7.92 5.57
1540561382 14.67 17.82 125.88 8.29 5.64
1540561384 13.53 17.89 125.84 8.07 5.61
1540561385 13.97 17.90 126.56 8.08 5.67
1540561386 13.61 18.00 126.18 8.07 5.59
1540561387 12.99 18.09 126.58 8.03 5.59
1540561389 13.33 17.96 126.21 8.15 5.63
1540561390 13.35 18.07 126.59 8.03 5.62
1540561391 14.35 18.00 126.33 8.14 5.63
1540561393 13.41 17.91 126.58 8.01 5.58
1540561394 12.78 17.86 126.29 8.12 5.62
1540561395 13.62 17.92 126.57 7.97 5.59
1540561396 13.75 18.10 126.50 7.90 5.51
1540561398 12.90 17.68 126.15 8.14 5.70
1540561399 13.97 17.80 125.99 7.94 5.63
1540561400 12.43 17.87 125.72 8.13 5.63
1540561401 13.59 18.13 126.48 8.14 5.59
1540561403 12.41 17.92 126.43 8.24 5.59
1540561404 13.68 18.04 126.44 8.00 5.73
1540561405 13.94 17.93 126.76 8.19 5.50
1540561407 13.54 18.07 126.51 8.13 5.75
1540561408 13.60 18.05 126.51 8.15 5.66
1540561409 13.81 18.07 126.53 8.27 5.72
1540561410 13.94 18.05 126.68 7.91 5.63
1540561412 13.68 18.00 126.28 8.00 5.63
1540561413 13.80 17.78 126.07 8.01 5.52
1540561414 13.86 17.99 126.43 8.22 5.64
1540561415 13.35 17.99 126.68 8.16 5.63
1540561417 13.04 17.82 126.81 8.00 5.58
1540561418 12.83 17.66 126.36 7.97 5.45
1540561419 13.78 17.77 125.88 8.10 5.56
1540561421 13.78 17.97 125.92 8.16 5.69
1540561422 14.15 17.83 126.28 8.14 5.60
1540561423 13.65 17.94 126.32 7.97 5.62
1540561424 13.98 18.17 126.35 8.16 5.68
1540561426 13.25 17.93 126.21 8.12 5.62
1540561427 13.60 18.03 126.47 8.11 5.64
1540561428 12.61 17.82 126.58 8.14 5.40
1540561429 12.82 18.03 126.38 8.10 5.62
1540561431 13.71 17.98 126.29 8.14 5.65
1540561432 13.91 17.95 126.39 7.95 5.60
1540561433 13.63 17.94 126.36 8.15 5.54
1540561435 14.00 17.96 126.37 7.91 5.58
1540561436 13.76 17.94 126.35 8.01 5.62
1540561437 13.95 17.93 126.27 8.15 5.55
1540561438 13.73 17.96 126.22 8.07 5.70
1540561440 14.40 17.95 126.32 8.22 5.65
1540561441 13.05 17.86 126.37 7.91 5.55
1540561442 13.52 18.10 126.49 8.06 5.66
1540561443 13.63 17.92 126.61 8.06 5.49
1540561445 12.38 18.01 126.49 7.95 5.67
1540561446 13.05 17.90 126.80 8.06 5.50
1540561447 13.51 17.95 126.47 8.27 5.68
1540561449 12.28 18.10 126.35 8.08 5.73
1540561450 13.11 18.02 126.49 7.99 5.68
1540561451 12.74 17.78 125.65 8.16 5.56
1540561452 13.76 17.76 125.59 8.21 5.53
1540561454 14.57 17.70 125.87 8.10 5.50
1540561455 14.30 18.04 126.14 8.20 5.69
1540561456 13.45 17.72 126.18 8.09 5.46
1540561458 13.27 17.98 126.20 8.06 5.59
1540561459 13.90 18.01 126.16 8.16 5.67
1540561460 13.25 18.05 126.28 8.15 5.75
1540561461 13.02 17.84 126.30 8.01 5.57
1540561463 14.75 17.98 126.24 8.33 5.67
1540561464 13.48 17.88 126.55 8.16 5.60
1540561465 12.51 18.02 126.28 8.02 5.61
1540561466 13.93 17.86 126.52 8.17 5.58
1540561468 13.67 17.95 126.47 7.95 5.57
1540561469 11.89 18.00 126.19 8.08 5.66
1540561470 13.18 17.81 125.80 7.94 5.55
1540561472 14.13 17.99 125.77 8.21 5.64
1540561473 13.13 17.99 126.49 8.07 5.65
1540561474 13.66 17.92 126.66 7.94 5.53
1540561475 13.33 17.94 126.51 8.23 5.64
1540561477 14.05 17.78 126.75 8.09 5.52
1540561478 14.67 17.75 126.43 8.04 5.46
1540561479 13.43 18.13 126.58 8.00 5.74
1540561480 12.70 18.05 126.48 8.07 5.70
1540561482 13.57 18.04 126.47 8.01 5.65
1540561483 13.16 17.98 126.44 8.01 5.59
1540561484 13.95 18.09 126.53 8.14 5.68
1540561486 13.11 18.05 126.50 8.11 5.71
1540561487 13.30 17.95 126.73 8.21 5.60
1540561488 13.77 17.93 126.44 7.93 5.67
1540561489 14.46 17.95 126.41 7.87 5.61
1540561491 13.97 17.83 125.93 7.89 5.59
1540561492 13.60 17.92 126.00 8.05 5.57
1540561493 13.96 17.94 126.14 7.99 5.59
1540561494 14.09 17.77 126.26 7.93 5.55
1540561496 14.37 17.80 126.05 7.97 5.53
1540561497 12.85 18.08 126.28 8.09 5.63
1540561498 13.97 18.00 126.15 8.08 5.54
1540561500 13.38 17.95 126.31 8.00 5.55
1540561501 13.09 18.01 126.32 8.02 5.64
1540561502 13.22 18.00 126.39 7.99 5.65
1540561503 13.97 17.96 126.40 7.92 5.60
1540561505 13.51 18.05 126.33 8.11 5.71
1540561506 13.63 18.04 126.20 8.06 5.67
1540561507 13.92 17.86 125.55 7.99 5.62
1540561508 13.46 17.88 126.34 8.22 5.61
1540561510 14.19 18.00 126.61 8.05 5.64
1540561511 13.79 17.97 126.33 8.12 5.60
1540561512 13.82 18.06 126.68 8.02 5.63
1540561514 13.75 17.93 126.55 7.90 5.60
1540561515 13.89 17.96 126.65 8.21 5.59
1540561516 13.36 17.95 126.69 8.09 5.58
1540561517 14.11 18.17 126.67 8.05 5.70
1540561519 14.75 18.00 126.51 8.12 5.66
1540561520 13.94 17.96 126.66 8.12 5.62
1540561521 14.19 18.02 126.39 8.06 5.61
1540561523 13.43 17.99 126.43 7.90 5.67
1540561524 13.81 18.00 126.47 7.99 5.65
1540561525 12.18 17.98 125.96 8.02 5.63
1540561526 13.77 17.99 126.51 8.09 5.64
1540561528 13.90 17.92 126.02 7.91 5.59
1540561529 14.03 18.10 126.52 8.06 5.66
1540561530 14.05 17.88 126.41 7.98 5.62
1540561531 13.74 17.99 126.47 8.13 5.62
1540561533 12.72 17.95 126.42 8.03 5.59
1540561534 13.22 17.91 126.41 8.02 5.61
1540561535 13.76 17.75 126.63 8.29 5.71
1540561537 14.41 18.03 126.76 8.24 5.64
1540561538 12.60 18.02 126.33 8.01 5.61
1540561539 14.23 18.03 126.41 7.90 5.64
1540561540 14.59 17.86 126.01 7.91 5.61
1540561542 13.43 18.03 126.47 7.99 5.65
1540561543 13.86 18.08 126.38 8.00 5.66
1540561544 12.06 18.09 126.54 7.78 5.66
1540561545 13.56 17.88 125.87 8.04 5.62
1540561547 13.34 18.09 126.53 7.84 5.67
1540561548 14.50 17.99 126.15 8.12 5.60
1540561549 12.87 17.87 126.14 8.14 5.59
1540561551 14.21 17.87 126.28 8.06 5.57
1540561552 13.20 17.83 126.18 8.13 5.54
1540561553 14.40 17.79 126.55 8.01 5.53
1540561554 14.56 17.98 126.31 8.08 5.58
1540561556 13.16 17.75 126.62 8.09 5.49
1540561557 13.95 17.88 126.27 8.22 5.65
1540561558 12.81 18.05 126.24 8.11 5.65
1540561559 14.47 18.08 126.21 8.08 5.74
1540561561 13.40 17.93 126.20 8.13 5.55
1540561562 13.93 18.09 126.26 8.08 5.66
1540561563 8.20 11.33 79.22 5.08 3.54
1540561565 6.48 9.97 70.06 4.44 3.14
1540561566 10.08 13.45 94.95 6.04 4.19
1540561567 11.27 16.36 114.47 7.24 5.13
1540561568 12.66 17.92 125.30 8.03 5.63
1540561570 12.67 17.41 123.55 7.95 5.47
1540561571 12.40 16.75 118.87 7.50 5.24
1540561572 13.75 17.87 125.01 8.08 5.61
1540561573 13.87 17.83 125.25 7.96 5.59
1540561575 13.22 17.97 126.18 8.10 5.63
1540561576 14.12 18.15 126.35 8.11 5.52
1540561577 13.48 17.95 126.13 7.84 5.59
1540561579 14.00 17.81 126.48 8.21 5.61
1540561580 12.79 17.91 126.24 8.20 5.57
1540561581 12.97 17.59 126.53 8.01 5.48
1540561582 13.67 18.08 126.33 8.14 5.69
1540561584 14.58 17.88 126.11 8.03 5.59
1540561585 13.37 18.05 126.22 8.02 5.72
1540561586 13.33 17.76 126.13 8.10 5.57
1540561588 14.61 17.97 126.28 8.01 5.60
1540561589 13.83 18.05 126.40 8.10 5.69
1540561590 13.65 18.00 126.24 8.10 5.65
1540561591 12.58 17.98 126.23 7.86 5.62
1540561593 13.79 17.93 126.32 8.16 5.62
1540561594 9.76 13.48 94.44 6.09 4.22
1540561595 9.74 13.43 94.21 6.01 4.19
1540561596 10.03 12.48 87.75 5.61 3.92
1540561598 9.99 12.36 86.68 5.46 3.85
1540561599 11.23 14.13 99.03 6.37 4.41
1540561600 9.52 13.64 96.02 6.14 4.30
1540561602 10.10 13.57 95.31 5.98 4.25
1540561603 9.98 13.37 93.35 6.09 4.18
1540561604 8.78 13.09 91.59 5.78 4.10
1540561605 9.31 12.99 91.83 5.74 4.05
1540561607 9.65 13.17 91.90 5.84 4.12
1540561608 9.14 12.75 89.64 5.59 3.99
1540561609 9.22 12.70 88.96 5.88 3.98
1540561610 9.00 12.73 89.83 5.60 3.99
1540561612 9.50 12.55 87.95 5.63 3.94
1540561613 9.32 12.03 84.95 5.29 3.78
1540561614 9.32 11.45 80.70 5.18 3.59
1540561616 8.02 10.82 76.00 4.94 3.37
1540561617 8.16 10.84 76.51 4.91 3.39
1540561618 8.46 10.34 73.91 4.69 3.26
1540561619 7.90 10.64 75.32 4.73 3.33
1540561621 8.05 10.42 73.67 4.81 3.26
1540561622 7.95 10.47 74.27 4.73 3.25
1540561623 7.39 10.48 73.20 4.56 3.31
1540561624 7.83 10.44 73.37 4.72 3.27
1540561626 7.68 10.36 72.59 4.63 3.23
1540561627 8.23 10.27 73.12 4.64 3.21
1540561628 7.29 10.38 72.73 4.66 3.28
1540561629 7.84 10.34 72.81 4.68 3.25
1540561631 8.46 10.49 73.69 4.69 3.28
1540561632 8.46 10.56 74.23 4.71 3.29
1540561633 8.38 10.69 75.46 4.71 3.35
1540561635 7.77 10.76 76.01 4.79 3.37
1540561636 8.53 10.93 77.82 4.91 3.41
1540561637 7.60 11.28 79.26 4.99 3.51
1540561638 8.20 11.27 78.87 5.06 3.51
1540561640 8.39 11.44 80.22 5.06 3.62
1540561641 9.70 11.75 83.61 5.33 3.67
1540561642 9.50 12.39 87.40 5.74 3.89
1540561643 9.20 12.38 88.11 5.69 3.87
1540561645 9.71 12.90 90.30 5.76 4.03
1540561646 9.18 12.55 89.32 5.69 3.89
1540561647 8.62 12.85 89.29 5.62 4.01
1540561648 9.10 12.17 85.87 5.37 3.74
1540561650 9.91 12.31 86.86 5.58 3.88
1540561651 9.76 12.50 89.29 5.63 3.88
1540561652 9.60 12.73 89.30 5.73 3.95
1540561654 9.67 12.35 88.33 5.78 3.85
1540561655 9.59 12.33 87.83 5.74 3.85
1540561656 8.62 12.48 87.86 5.69 3.91
1540561657 9.22 12.51 87.41 5.55 3.97
1540561659 9.39 12.12 86.64 5.40 3.72
1540561660 9.37 12.39 86.60 5.45 3.89
1540561661 8.88 12.40 86.59 5.65 3.91
1540561663 9.51 12.48 87.52 5.66 3.88
1540561664 9.87 12.39 86.86 5.59 3.86
1540561665 9.78 12.54 88.26 5.49 3.90
1540561666 9.73 12.41 86.97 5.51 3.93
1540561668 8.83 12.40 86.87 5.52 3.88
1540561669 9.29 12.39 86.93 5.62 3.88
1540561670 9.92 12.42 87.53 5.54 3.87
1540561671 9.30 12.27 86.37 5.49 3.81
1540561673 9.89 12.14 85.57 5.45 3.85
1540561674 9.45 12.36 86.33 5.58 3.86
1540561675 9.02 12.48 87.11 5.63 3.93
1540561677 9.34 12.32 87.03 5.52 3.83
1540561678 8.82 12.46 87.24 5.48 3.92
1540561679 9.34 12.39 87.59 5.54 3.86
1540561680 9.88 12.36 87.46 5.57 3.88
1540561682 9.77 12.44 87.58 5.63 3.86
1540561683 9.22 12.45 87.33 5.58 3.89
1540561684 8.98 12.44 87.28 5.62 3.89
1540561685 8.78 12.29 86.78 5.50 3.84
1540561687 9.20 12.32 88.92 5.72 3.84
1540561688 8.98 12.68 88.48 5.57 3.98
1540561689 9.93 12.65 88.55 5.69 3.98
1540561691 8.64 12.47 87.40 5.57 3.88
1540561692 9.78 12.33 87.75 5.55 3.83
1540561693 9.60 12.52 87.84 5.59 3.90
1540561694 9.71 12.63 88.92 5.69 3.94
1540561696 9.34 12.61 88.22 5.67 3.97
1540561697 9.63 12.64 89.23 5.67 3.96
1540561698 9.87 12.43 88.13 5.63 3.90
1540561699 9.18 12.56 88.36 5.65 3.90
1540561701 9.47 12.52 88.89 5.71 3.93
1540561702 9.08 12.61 88.30 5.59 3.95
1540561703 8.91 12.69 89.31 5.74 3.97
1540561705 9.78 12.60 89.43 5.92 3.92
1540561706 9.23 12.92 89.98 5.82 4.03
1540561707 10.16 12.63 89.42 5.73 3.88
1540561708 10.34 12.74 89.96 5.70 3.98
1540561710 9.71 12.79 90.69 5.72 3.98
1540561711 9.49 12.90 90.58 5.83 4.04
1540561712 10.78 12.85 91.17 5.73 3.97
1540561713 9.99 12.92 90.77 5.79 4.09
1540561715 9.39 12.74 89.89 5.71 3.97
1540561716 10.09 12.53 89.63 5.88 3.86
1540561717 9.84 12.91 90.35 5.76 4.04
1540561719 9.88 13.00 91.32 5.78 4.09
1540561720 9.82 12.84 90.40 5.67 3.96
1540561721 9.19 12.92 90.81 5.73 4.11
1540561722 10.35 12.77 90.63 5.81 3.93
1540561724 9.81 12.67 90.32 5.75 3.93
1540561725 9.12 12.86 90.00 5.74 3.93
1540561726 9.57 12.76 89.54 5.93 4.01
1540561728 9.50 12.81 89.33 5.82 3.78
1540561729 9.23 12.55 88.81 5.65 3.89
1540561730 10.10 12.59 89.66 5.77 3.90
1540561731 10.04 12.50 89.12 5.77 3.91
1540561733 9.39 12.48 88.73 5.74 3.93
1540561734 9.78 12.50 88.76 5.68 3.95
1540561735 9.29 12.39 89.34 5.67 3.84
1540561736 9.54 12.53 88.76 5.78 3.94
1540561738 8.67 12.86 89.84 5.66 3.98
1540561739 9.25 12.57 89.06 5.55 3.91
1540561740 9.97 12.72 90.55 5.74 3.94
1540561742 9.29 12.67 89.61 5.87 3.94
1540561743 8.68 12.66 89.68 5.60 3.98
1540561744 9.06 12.68 90.15 5.75 3.93
1540561745 9.34 12.33 88.55 5.77 3.90
1540561747 8.94 12.90 89.66 5.74 4.06
1540561748 8.69 12.52 89.13 5.64 3.85
1540561749 9.67 12.41 88.85 5.78 3.86
1540561750 9.15 12.56 89.08 5.66 3.92
1540561752 9.08 12.67 89.10 5.66 3.95
1540561753 8.66 12.66 89.82 5.71 3.95
1540561754 8.71 12.67 89.24 5.63 3.97
1540561756 8.97 12.53 89.18 5.58 3.92
1540561757 9.83 12.53 89.25 5.71 3.93
1540561758 9.09 12.83 89.06 5.68 3.91
1540561759 9.02 12.59 89.48 5.76 3.94
1540561761 8.61 12.49 89.58 5.71 3.84
1540561762 8.16 12.48 88.36 5.66 3.92
1540561763 8.93 12.37 88.76 5.80 3.85
1540561764 9.15 12.51 90.25 5.80 3.85
1540561766 8.82 12.85 89.32 5.72 3.98
1540561767 9.66 12.59 89.46 5.59 3.91
1540561768 8.63 12.88 90.08 5.85 4.00
1540561770 9.42 12.62 88.06 5.68 4.01
1540561771 8.61 12.32 88.86 5.72 3.86
1540561772 8.51 12.98 89.35 5.76 3.93
1540561773 9.04 12.70 89.11 5.75 3.92
1540561775 10.02 12.85 89.96 5.78 4.00
1540561776 9.43 12.60 91.18 5.83 3.87
1540561777 10.14 12.71 90.81 5.83 4.00
1540561778 9.57 12.60 90.20 5.86 3.90
1540561780 8.88 12.65 89.60 5.70 3.92
1540561781 9.78 12.59 91.38 6.00 3.93
1540561782 8.80 12.69 91.18 5.81 3.94
1540561784 8.50 12.26 88.95 5.69 3.84
1540561785 9.66 12.57 90.34 5.77 3.89
1540561786 8.42 12.63 90.94 5.76 3.96
1540561787 9.06 12.77 90.72 5.83 4.00
1540561789 8.91 12.58 90.60 5.76 3.95
1540561790 8.63 13.00 90.05 5.85 4.13
1540561791 8.77 13.07 90.75 5.79 4.08
1540561792 9.82 12.71 90.22 5.85 3.94
1540561794 9.72 12.54 89.85 5.90 3.92
1540561795 8.95 12.91 90.12 5.88 4.01
1540561796 9.83 12.64 90.09 5.90 4.01
1540561798 9.53 12.73 90.34 5.77 3.96
1540561799 9.73 12.45 89.39 5.74 3.88
1540561800 9.91 12.72 90.12 5.88 3.94
1540561801 8.93 13.24 92.37 5.82 4.04
1540561803 9.12 13.18 93.52 5.92 4.07
1540561804 9.77 12.98 92.26 5.90 3.95
1540561805 8.70 13.14 92.12 6.03 4.09
1540561806 7.88 13.35 92.78 5.91 4.20
1540561808 10.13 12.82 92.53 6.04 4.04
1540561809 8.89 13.19 92.31 6.00 4.02
1540561810 9.21 12.73 91.61 5.89 3.93
1540561812 9.48 12.85 90.85 5.88 4.01
1540561813 9.02 13.39 92.49 5.93 4.13
1540561814 9.29 12.66 91.46 5.72 3.96
1540561815 9.18 12.97 92.34 5.88 4.09
1540561817 9.77 12.85 92.35 5.87 3.99
1540561818 10.21 12.70 91.27 5.81 3.93
1540561819 9.84 12.64 91.24 5.88 3.95
1540561820 10.19 13.12 92.57 5.98 4.08
1540561822 9.23 13.24 92.45 5.95 4.14
1540561823 9.39 13.19 92.09 5.92 4.12
1540561824 9.91 13.19 92.75 5.94 4.06
1540561826 9.26 13.47 92.97 6.02 4.14
