 74.27 80.00 137.09 0.58 0.93
 73.49 79.44 137.28 0.58 0.92
 73.95 79.91 137.29 0.58 0.93
 73.75 80.01 137.32 0.58 0.92
 75.66 80.86 137.07 0.59 0.94
 74.54 80.17 137.32 0.58 0.93
 75.07 81.19 137.21 0.59 0.92
 73.61 78.74 137.22 0.57 0.93
 76.11 81.83 137.09 0.60 0.93
 75.28 81.76 137.19 0.60 0.92
 74.34 79.98 137.14 0.58 0.93
 73.89 80.78 137.25 0.59 0.91
 75.69 81.72 137.17 0.60 0.93
 74.42 80.40 137.08 0.59 0.93
 74.66 80.68 137.20 0.59 0.93
 75.72 81.62 137.28 0.59 0.93
 73.17 80.02 137.26 0.58 0.91
 71.56 79.11 137.24 0.58 0.90
 74.57 80.48 137.35 0.59 0.93
 74.02 80.49 137.24 0.59 0.92
 73.24 80.01 137.11 0.58 0.92
 75.47 81.40 137.21 0.59 0.93
 75.15 81.02 137.32 0.59 0.93
 74.87 80.50 137.21 0.59 0.93
 73.43 79.15 137.18 0.58 0.93
 73.82 79.56 137.14 0.58 0.93
 75.15 82.51 137.09 0.60 0.91
 73.48 80.29 137.28 0.58 0.92
 72.92 78.88 137.07 0.58 0.92
 75.08 80.89 137.25 0.59 0.93
 74.48 80.44 137.23 0.59 0.93
 74.15 79.87 137.21 0.58 0.93
 74.02 80.76 137.18 0.59 0.92
 74.02 80.11 137.25 0.58 0.92
 74.20 80.13 137.13 0.58 0.93
 75.39 81.67 137.22 0.60 0.92
 74.72 80.30 137.30 0.58 0.93
 74.45 80.23 137.19 0.58 0.93
 73.27 79.10 137.21 0.58 0.93
 76.58 83.01 137.26 0.60 0.92
 72.38 78.56 137.18 0.57 0.92
 76.05 82.10 137.22 0.60 0.93
 75.73 82.80 137.18 0.60 0.91
 74.42 79.67 137.22 0.58 0.93
 74.66 80.44 137.17 0.59 0.93
 74.55 80.06 137.23 0.58 0.93
 75.76 81.85 137.27 0.60 0.93
 75.11 81.84 137.13 0.60 0.92
 72.41 78.88 137.17 0.58 0.92
 75.51 81.39 137.23 0.59 0.93
 71.16 78.37 137.21 0.57 0.91
 74.44 80.91 137.30 0.59 0.92
 76.28 82.31 137.27 0.60 0.93
 73.83 80.03 137.18 0.58 0.92
 77.03 82.89 137.33 0.60 0.93
 73.46 79.14 137.10 0.58 0.93
 72.73 79.43 137.32 0.58 0.92
 73.36 79.61 137.28 0.58 0.92
 75.19 81.19 137.27 0.59 0.93
 75.09 80.41 137.25 0.59 0.93
 75.67 82.00 137.27 0.60 0.92
 76.68 82.53 137.36 0.60 0.93
 74.21 80.22 137.30 0.58 0.93
 74.48 80.64 137.21 0.59 0.92
 75.32 81.01 137.19 0.59 0.93
 75.14 81.59 137.18 0.59 0.92
 75.87 81.94 137.28 0.60 0.93
 74.43 79.92 137.12 0.58 0.93
 71.98 78.27 137.13 0.57 0.92
 74.55 79.46 137.10 0.58 0.94
 73.55 79.79 137.14 0.58 0.92
 73.98 80.43 137.09 0.59 0.92
 72.62 78.28 137.21 0.57 0.93
 74.99 81.09 137.22 0.59 0.92
 74.42 81.12 137.25 0.59 0.92
 74.49 80.57 137.26 0.59 0.92
 74.23 80.52 137.28 0.59 0.92
 73.14 78.94 137.28 0.58 0.93
 75.90 81.53 137.24 0.59 0.93
 75.18 81.42 137.21 0.59 0.92
 73.77 79.87 137.17 0.58 0.92
 75.15 81.09 137.17 0.59 0.93
 73.51 79.18 137.20 0.58 0.93
 75.02 80.06 137.26 0.58 0.94
 72.41 78.87 137.14 0.58 0.92
 73.56 79.73 137.14 0.58 0.92
 75.39 81.15 137.24 0.59 0.93
 75.02 80.25 137.13 0.59 0.93
 75.01 81.36 137.11 0.59 0.92
 75.19 80.86 137.14 0.59 0.93
 74.42 79.41 137.20 0.58 0.94
 74.17 79.40 137.05 0.58 0.93
 74.53 80.67 137.15 0.59 0.92
 71.88 77.80 137.08 0.57 0.92
 74.17 80.78 137.19 0.59 0.92
 74.05 80.05 137.05 0.58 0.92
 72.95 79.59 137.16 0.58 0.92
 77.10 82.11 137.21 0.60 0.94
 75.91 82.11 137.24 0.60 0.92
 73.18 79.70 137.20 0.58 0.92
 72.72 79.41 137.22 0.58 0.92
 77.25 82.82 137.23 0.60 0.93
 74.50 80.68 137.17 0.59 0.92
 74.51 80.95 137.17 0.59 0.92
 74.75 81.00 137.22 0.59 0.92
 74.65 81.03 137.13 0.59 0.92
 73.91 81.71 137.28 0.60 0.90
 75.46 81.04 137.23 0.59 0.93
 74.55 80.60 137.23 0.59 0.92
 74.95 80.61 137.24 0.59 0.93
 74.93 80.84 137.27 0.59 0.93
 74.63 80.80 137.15 0.59 0.92
 70.91 76.80 137.17 0.56 0.92
 75.64 81.46 137.26 0.59 0.93
 74.11 79.32 137.22 0.58 0.93
 74.30 80.74 137.27 0.59 0.92
 73.70 79.76 137.23 0.58 0.92
 76.23 81.93 137.20 0.60 0.93
 74.95 81.55 137.26 0.59 0.92
 75.91 81.01 137.14 0.59 0.94
 74.78 81.14 137.17 0.59 0.92
 72.14 77.72 137.20 0.57 0.93
 73.21 79.04 137.24 0.58 0.93
 73.64 78.95 137.06 0.58 0.93
 72.49 78.85 137.05 0.58 0.92
 72.77 79.06 137.12 0.58 0.92
 74.84 81.05 137.16 0.59 0.92
 74.30 80.61 137.28 0.59 0.92
 75.74 81.58 137.23 0.59 0.93
 75.86 82.16 137.21 0.60 0.92
 72.94 79.90 137.11 0.58 0.91
 77.28 82.34 137.21 0.60 0.94
 74.30 80.34 137.21 0.59 0.92
 75.51 81.78 137.19 0.60 0.92
 75.31 81.82 137.24 0.60 0.92
 75.40 81.52 137.24 0.59 0.92
 73.17 79.18 137.31 0.58 0.92
 75.52 80.65 137.24 0.59 0.94
 73.48 79.55 137.11 0.58 0.92
 73.06 79.86 137.20 0.58 0.91
 73.47 79.57 137.14 0.58 0.92
 74.50 79.12 137.13 0.58 0.94
 75.02 80.84 137.12 0.59 0.93
 73.87 80.27 137.18 0.59 0.92
 75.04 81.30 137.28 0.59 0.92
 73.84 80.67 137.28 0.59 0.92
 76.00 82.36 137.21 0.60 0.92
 74.94 81.12 137.25 0.59 0.92
 75.20 81.09 137.09 0.59 0.93
 76.16 82.10 137.23 0.60 0.93
 74.74 80.85 137.25 0.59 0.92
 71.86 77.85 137.10 0.57 0.92
 76.54 82.71 137.15 0.60 0.93
 75.12 81.05 137.19 0.59 0.93
 73.79 81.43 137.11 0.59 0.91
 73.35 79.32 137.24 0.58 0.92
 73.88 79.59 137.30 0.58 0.93
 72.85 78.82 137.23 0.57 0.92
 73.90 79.91 137.28 0.58 0.92
 74.36 80.09 137.21 0.58 0.93
 74.40 80.84 137.20 0.59 0.92
 74.34 79.44 137.22 0.58 0.94
 76.17 81.95 137.19 0.60 0.93
 75.87 81.39 137.22 0.59 0.93
 76.47 82.87 137.08 0.60 0.92
 71.56 77.61 137.13 0.57 0.92
 71.92 77.61 137.23 0.57 0.93
 73.59 79.73 137.16 0.58 0.92
 74.18 80.21 137.16 0.58 0.92
 74.82 80.81 137.19 0.59 0.93
 76.69 82.36 137.30 0.60 0.93
 74.08 80.38 137.22 0.59 0.92
 73.22 80.30 137.25 0.59 0.91
 74.23 79.79 137.15 0.58 0.93
 75.49 81.82 137.03 0.60 0.92
 73.69 79.93 137.23 0.58 0.92
 75.13 80.76 137.24 0.59 0.93
 75.22 81.25 137.20 0.59 0.93
 75.28 81.65 137.09 0.60 0.92
 73.51 80.24 137.15 0.59 0.92
 72.26 78.34 137.14 0.57 0.92
 75.43 81.28 137.27 0.59 0.93
 76.24 82.25 137.22 0.60 0.93
 73.05 78.42 137.26 0.57 0.93
 74.04 80.84 137.32 0.59 0.92
 73.60 79.74 137.28 0.58 0.92
 72.25 78.55 137.26 0.57 0.92
 72.44 78.26 137.21 0.57 0.93
 74.75 81.52 137.25 0.59 0.92
 74.43 80.41 137.23 0.59 0.93
 75.60 81.28 137.08 0.59 0.93
 74.58 80.66 137.20 0.59 0.92
 75.41 80.84 137.21 0.59 0.93
 73.33 79.50 137.06 0.58 0.92
 73.64 79.16 137.09 0.58 0.93
 74.28 80.28 137.14 0.59 0.93
 75.40 81.64 137.32 0.59 0.92
 75.53 81.83 137.27 0.60 0.92
 74.74 80.73 137.10 0.59 0.93
 74.93 81.04 137.11 0.59 0.92
 71.56 77.34 137.24 0.56 0.93
 74.04 79.68 137.22 0.58 0.93
 74.30 80.09 137.10 0.58 0.93
 76.31 81.91 137.17 0.60 0.93
 75.32 81.32 137.29 0.59 0.93
 73.64 79.41 137.13 0.58 0.93
 74.43 80.15 137.09 0.58 0.93
 75.26 80.93 137.17 0.59 0.93
 73.01 79.33 137.13 0.58 0.92
 76.39 81.90 137.20 0.60 0.93
 73.37 79.17 136.97 0.58 0.93
 73.11 79.28 137.13 0.58 0.92
 74.27 80.71 137.04 0.59 0.92
 72.46 78.91 137.16 0.58 0.92
 74.08 81.15 137.20 0.59 0.91
 74.71 80.72 137.16 0.59 0.93
 74.91 80.88 137.14 0.59 0.93
 75.65 81.08 137.24 0.59 0.93
 74.97 81.33 137.04 0.59 0.92
 75.82 81.71 137.26 0.60 0.93
 74.16 80.76 137.22 0.59 0.92
 73.57 79.45 137.20 0.58 0.93
 74.26 80.08 137.09 0.58 0.93
 74.59 80.96 137.21 0.59 0.92
 74.02 80.63 137.08 0.59 0.92
 74.33 80.31 137.20 0.59 0.93
 74.91 80.59 137.23 0.59 0.93
 76.22 81.85 137.28 0.60 0.93
 76.88 82.45 137.19 0.60 0.93
 74.15 80.20 137.20 0.58 0.92
 73.47 80.12 137.24 0.58 0.92
 76.74 83.19 137.16 0.61 0.92
 73.88 80.09 137.05 0.58 0.92
 73.77 80.08 137.12 0.58 0.92
 73.20 78.74 137.20 0.57 0.93
 75.04 81.91 137.24 0.60 0.92
 74.53 81.06 137.06 0.59 0.92
 74.00 79.40 137.20 0.58 0.93
 72.52 78.88 137.26 0.57 0.92
 72.25 79.04 137.20 0.58 0.91
 75.58 81.17 137.23 0.59 0.93
 74.79 80.96 137.28 0.59 0.92
 73.44 79.24 137.17 0.58 0.93
 72.04 78.17 137.13 0.57 0.92
 73.50 79.51 137.27 0.58 0.92
 73.81 79.20 137.30 0.58 0.93
 76.11 82.04 137.13 0.60 0.93
 73.02 79.37 137.17 0.58 0.92
 73.75 81.04 137.18 0.59 0.91
 74.20 80.33 137.27 0.59 0.92
 75.70 81.49 137.23 0.59 0.93
 72.89 79.51 137.12 0.58 0.92
 74.45 80.51 136.55 0.59 0.92
 74.49 80.86 137.06 0.59 0.92
 73.19 79.27 137.14 0.58 0.92
 74.79 80.47 137.12 0.59 0.93
 74.21 80.52 137.20 0.59 0.92
 73.57 80.35 137.16 0.59 0.92
 74.70 80.98 137.22 0.59 0.92
 73.35 79.44 137.21 0.58 0.92
 74.23 80.64 137.24 0.59 0.92
 74.67 81.07 137.23 0.59 0.92
 72.49 78.33 137.23 0.57 0.93
 76.02 81.57 137.27 0.59 0.93
 74.97 81.74 137.26 0.60 0.92
 72.38 78.27 137.19 0.57 0.92
 73.40 79.57 137.01 0.58 0.92
 75.07 81.33 137.17 0.59 0.92
 75.15 81.65 137.10 0.60 0.92
 71.59 78.33 137.16 0.57 0.91
 72.74 78.49 137.06 0.57 0.93
 70.91 77.60 137.12 0.57 0.91
 72.26 78.77 137.21 0.57 0.92
 74.13 79.83 137.14 0.58 0.93
 74.62 80.78 137.16 0.59 0.92
 73.95 80.06 137.23 0.58 0.92
 75.36 81.85 137.27 0.60 0.92
 73.20 80.03 137.15 0.58 0.91
 74.72 80.70 137.19 0.59 0.93
 74.17 79.65 137.17 0.58 0.93
 74.24 80.25 137.24 0.58 0.93
 74.36 80.65 137.19 0.59 0.92
 76.04 82.94 137.10 0.60 0.92
 73.31 79.18 137.18 0.58 0.93
 73.68 80.04 137.18 0.58 0.92
 76.15 80.63 137.22 0.59 0.94
 71.98 78.24 137.13 0.57 0.92
 74.28 80.71 137.21 0.59 0.92
 75.34 81.58 137.12 0.59 0.92
 72.66 79.52 137.27 0.58 0.91
 73.32 80.48 137.28 0.59 0.91
 74.17 80.43 137.20 0.59 0.92
 74.05 80.90 137.05 0.59 0.92
 72.29 79.16 137.27 0.58 0.91
 74.01 80.10 137.11 0.58 0.92
 72.90 79.31 137.22 0.58 0.92
 72.54 79.23 137.32 0.58 0.92
 73.53 78.30 137.20 0.57 0.94
 74.28 80.24 137.18 0.58 0.93
 74.76 81.16 137.30 0.59 0.92
 73.26 79.91 137.26 0.58 0.92
 74.45 80.54 137.36 0.59 0.92
 75.02 81.28 137.09 0.59 0.92
 73.35 79.21 137.29 0.58 0.93
 74.82 80.87 137.30 0.59 0.93
 74.45 79.71 137.30 0.58 0.93
 73.00 79.30 137.33 0.58 0.92
 75.20 80.39 137.26 0.59 0.94
 73.92 80.85 137.16 0.59 0.91
 74.61 81.61 137.37 0.59 0.91
 71.31 78.00 137.11 0.57 0.91
 74.31 80.30 137.33 0.58 0.93
 73.89 79.71 137.21 0.58 0.93
 77.02 82.94 137.22 0.60 0.93
 73.53 79.66 137.36 0.58 0.92
 74.87 81.09 137.41 0.59 0.92
 75.23 81.91 137.29 0.60 0.92
 75.21 80.80 137.24 0.59 0.93
 73.73 79.73 137.21 0.58 0.92
 75.81 81.15 137.13 0.59 0.93
 74.44 80.22 137.15 0.58 0.93
 77.12 83.54 137.26 0.61 0.92
 75.07 81.68 137.04 0.60 0.92
 75.92 81.26 137.25 0.59 0.93
 75.36 82.29 137.21 0.60 0.92
 75.17 80.65 137.31 0.59 0.93
 73.85 79.38 137.36 0.58 0.93
 74.69 79.69 137.36 0.58 0.94
 73.49 79.40 137.24 0.58 0.93
 72.66 78.24 137.24 0.57 0.93
 76.26 82.51 137.16 0.60 0.92
 73.97 80.48 137.11 0.59 0.92
 74.55 80.51 137.19 0.59 0.93
 73.76 79.53 137.24 0.58 0.93
 74.00 79.78 137.20 0.58 0.93
 75.35 80.34 137.31 0.59 0.94
 72.83 79.61 137.12 0.58 0.91
 73.86 79.52 137.27 0.58 0.93
 72.63 79.91 137.27 0.58 0.91
 74.25 80.32 137.23 0.59 0.92
 73.54 79.85 137.15 0.58 0.92
 76.41 82.68 137.31 0.60 0.92
 73.60 80.16 137.20 0.58 0.92
 73.91 80.05 137.24 0.58 0.92
 74.24 80.02 137.32 0.58 0.93
 75.54 81.23 137.24 0.59 0.93
 73.13 79.09 137.28 0.58 0.92
 75.70 82.02 137.24 0.60 0.92
 71.90 78.14 137.27 0.57 0.92
 71.56 77.45 137.28 0.56 0.92
 74.48 80.10 136.64 0.59 0.93
 74.37 80.08 137.27 0.58 0.93
 75.62 80.59 137.13 0.59 0.94
 73.94 80.37 137.12 0.59 0.92
 73.19 79.13 137.31 0.58 0.92
 75.82 81.87 137.28 0.60 0.93
 75.74 82.14 137.28 0.60 0.92
 74.54 79.92 137.29 0.58 0.93
 72.56 79.45 137.30 0.58 0.91
 75.11 80.46 137.24 0.59 0.93
 74.33 80.95 137.15 0.59 0.92
 73.71 79.52 137.26 0.58 0.93
 73.65 80.32 137.32 0.58 0.92
 72.05 78.55 137.22 0.57 0.92
 75.56 82.32 137.34 0.60 0.92
 74.99 80.64 137.26 0.59 0.93
 74.34 79.97 137.18 0.58 0.93
 72.05 78.52 137.18 0.57 0.92
 75.67 82.46 137.33 0.60 0.92
 71.05 76.72 137.17 0.56 0.93
 74.56 80.80 137.33 0.59 0.92
 72.91 78.89 137.30 0.57 0.92
 74.74 81.30 137.15 0.59 0.92
 73.39 78.78 137.12 0.57 0.93
 76.25 83.24 137.39 0.61 0.92
 76.20 82.61 137.27 0.60 0.92
 74.90 80.32 137.11 0.59 0.93
 73.28 79.32 137.22 0.58 0.92
 73.99 79.97 137.20 0.58 0.93
 74.94 80.57 137.29 0.59 0.93
 76.11 81.59 137.14 0.59 0.93
 73.42 80.16 137.23 0.58 0.92
 73.66 80.95 137.28 0.59 0.91
 74.27 80.88 137.23 0.59 0.92
 74.85 80.66 137.27 0.59 0.93
 74.44 80.88 137.21 0.59 0.92
 73.58 79.33 137.29 0.58 0.93
 73.98 80.33 137.20 0.59 0.92
 73.76 79.48 137.00 0.58 0.93
 74.24 80.47 137.27 0.59 0.92
 72.68 79.78 137.25 0.58 0.91
 75.80 81.81 137.21 0.60 0.93
 72.16 79.14 137.08 0.58 0.91
 73.32 79.53 137.23 0.58 0.92
 76.10 82.24 137.17 0.60 0.93
 72.28 78.03 137.29 0.57 0.93
 76.04 81.33 137.15 0.59 0.93
 73.08 79.92 137.23 0.58 0.91
 74.38 80.67 137.29 0.59 0.92
 74.94 80.55 137.20 0.59 0.93
 74.65 80.68 137.17 0.59 0.93
 73.37 78.97 137.15 0.58 0.93
 72.21 78.39 137.22 0.57 0.92
 77.64 83.33 137.31 0.61 0.93
 73.28 79.48 137.16 0.58 0.92
 74.21 80.16 137.23 0.58 0.93
 75.25 81.05 137.15 0.59 0.93
 75.16 81.50 137.15 0.59 0.92
 75.07 81.33 137.16 0.59 0.92
 74.51 80.71 137.21 0.59 0.92
 73.73 80.10 137.26 0.58 0.92
 73.80 79.89 137.25 0.58 0.92
 71.97 79.38 137.31 0.58 0.91
 74.17 79.95 137.17 0.58 0.93
 73.80 79.81 137.10 0.58 0.92
 74.07 80.07 137.23 0.58 0.92
 76.37 82.50 137.16 0.60 0.93
 73.61 80.06 137.20 0.58 0.92
 72.11 78.64 137.18 0.57 0.92
 74.96 81.46 137.27 0.59 0.92
 73.77 80.05 137.19 0.58 0.92
 74.65 80.81 137.22 0.59 0.92
 73.70 79.43 137.08 0.58 0.93
 74.10 80.91 137.20 0.59 0.92
 72.74 78.21 137.30 0.57 0.93
 74.63 81.27 137.29 0.59 0.92
 75.68 81.37 137.22 0.59 0.93
 74.33 80.10 137.17 0.58 0.93
 74.26 79.99 137.26 0.58 0.93
 72.88 80.02 137.30 0.58 0.91
 74.02 79.76 137.23 0.58 0.93
 73.90 78.65 137.26 0.57 0.94
 72.09 78.91 137.19 0.58 0.91
 73.80 79.32 137.25 0.58 0.93
 74.29 80.03 137.27 0.58 0.93
 73.76 79.60 137.22 0.58 0.93
 75.73 82.29 137.10 0.60 0.92
 74.05 80.88 137.15 0.59 0.92
 74.34 81.00 137.27 0.59 0.92
 73.98 79.90 137.33 0.58 0.93
 74.30 80.35 137.27 0.59 0.92
 73.26 79.63 137.22 0.58 0.92
 73.32 79.48 137.30 0.58 0.92
 75.20 80.61 137.29 0.59 0.93
 74.62 81.13 137.41 0.59 0.92
 72.08 77.77 137.28 0.57 0.93
 74.86 80.30 137.25 0.59 0.93
 73.42 79.80 137.17 0.58 0.92
 75.14 81.33 137.31 0.59 0.92
 74.22 79.99 137.24 0.58 0.93
 73.75 80.06 137.36 0.58 0.92
 72.72 78.38 137.26 0.57 0.93
 74.41 80.48 137.29 0.59 0.92
 74.36 81.28 137.26 0.59 0.91
 73.96 80.34 137.33 0.58 0.92
 75.01 80.79 137.19 0.59 0.93
 74.31 80.20 137.31 0.58 0.93
 74.53 80.79 137.30 0.59 0.92
 75.12 80.86 137.20 0.59 0.93
 70.95 77.42 137.13 0.56 0.92
 71.48 78.75 137.26 0.57 0.91
 73.16 79.11 137.16 0.58 0.92
 73.12 78.83 137.29 0.57 0.93
 73.56 79.86 137.27 0.58 0.92
 73.63 78.89 136.59 0.58 0.93
 75.48 80.86 137.26 0.59 0.93
 74.69 80.96 137.31 0.59 0.92
 75.43 81.97 137.35 0.60 0.92
 75.97 81.02 137.31 0.59 0.94
 73.47 79.25 137.15 0.58 0.93
 73.35 79.61 137.24 0.58 0.92
 72.12 78.27 137.17 0.57 0.92
 77.65 82.85 137.15 0.60 0.94
 74.41 79.79 137.25 0.58 0.93
 76.19 82.32 137.28 0.60 0.93
 72.45 78.55 137.24 0.57 0.92
 74.78 81.02 137.12 0.59 0.92
 74.40 80.61 137.35 0.59 0.92
 72.36 78.85 137.32 0.57 0.92
 74.34 79.82 137.27 0.58 0.93
 75.52 81.43 137.15 0.59 0.93
 73.62 79.13 137.21 0.58 0.93
 75.25 82.30 137.14 0.60 0.91
 74.64 80.75 137.22 0.59 0.92
 73.99 80.52 137.10 0.59 0.92
 77.07 82.45 137.21 0.60 0.93
 74.78 80.76 137.16 0.59 0.93
 75.82 81.07 137.21 0.59 0.94
 75.04 80.88 137.17 0.59 0.93
 72.85 78.90 137.16 0.58 0.92
 73.32 78.67 137.05 0.57 0.93
 73.78 80.72 137.26 0.59 0.91
 73.13 80.19 137.12 0.58 0.91
 75.20 81.21 137.28 0.59 0.93
 74.51 80.37 137.13 0.59 0.93
 76.85 82.03 137.23 0.60 0.94
 72.20 78.85 137.23 0.57 0.92
 74.10 80.36 137.13 0.59 0.92
 74.10 80.50 137.26 0.59 0.92
 74.46 80.46 137.30 0.59 0.93
 73.42 79.97 137.12 0.58 0.92
 76.00 81.71 137.26 0.60 0.93
 73.94 79.60 137.14 0.58 0.93
 74.31 81.23 137.16 0.59 0.91
 73.28 79.66 137.32 0.58 0.92
 73.18 79.27 137.18 0.58 0.92
 73.61 79.78 137.20 0.58 0.92
 73.48 79.87 137.20 0.58 0.92
 74.91 81.51 137.17 0.59 0.92
 75.54 82.30 137.11 0.60 0.92
 74.12 80.51 137.19 0.59 0.92
 74.45 80.18 137.37 0.58 0.93
 75.92 81.95 137.12 0.60 0.93
 72.87 78.75 137.24 0.57 0.93
 71.68 77.94 137.33 0.57 0.92
 73.40 79.49 137.29 0.58 0.92
 72.57 77.99 137.11 0.57 0.93
 74.78 81.45 137.36 0.59 0.92
 75.33 81.15 137.11 0.59 0.93
 74.80 80.30 137.33 0.58 0.93
 72.66 78.15 137.12 0.57 0.93
 73.57 79.73 137.15 0.58 0.92
 75.61 80.83 137.24 0.59 0.94
 76.74 82.46 137.23 0.60 0.93
 73.37 79.39 137.16 0.58 0.92
 74.46 79.72 137.13 0.58 0.93
 71.77 78.17 137.16 0.57 0.92
 70.20 76.85 137.24 0.56 0.91
 71.60 77.97 137.21 0.57 0.92
 73.25 79.24 137.10 0.58 0.92
 74.12 80.30 137.13 0.59 0.92
 75.92 81.88 137.22 0.60 0.93
 72.45 79.07 136.99 0.58 0.92
 74.72 79.90 137.23 0.58 0.94
 74.44 80.64 137.11 0.59 0.92
 73.43 78.91 137.15 0.58 0.93
 72.21 77.89 137.05 0.57 0.93
 72.54 79.08 137.16 0.58 0.92
 74.44 80.23 137.06 0.59 0.93
 72.90 78.41 137.27 0.57 0.93
 72.39 78.28 137.04 0.57 0.92
 73.40 78.99 137.14 0.58 0.93
 72.72 79.86 137.05 0.58 0.91
 77.11 82.48 137.14 0.60 0.93
 73.47 79.65 137.11 0.58 0.92
 76.47 81.51 137.00 0.59 0.94
 75.04 81.72 137.08 0.60 0.92
 72.44 78.30 137.11 0.57 0.93
 72.51 79.43 137.01 0.58 0.91
 74.04 80.10 137.07 0.58 0.92
 72.59 78.43 137.05 0.57 0.93
 74.35 79.70 137.20 0.58 0.93
 75.48 80.72 137.07 0.59 0.93
 73.41 79.08 137.18 0.58 0.93
 73.12 78.91 137.00 0.58 0.93
 73.57 79.63 137.10 0.58 0.92
 73.76 79.33 137.07 0.58 0.93
 74.31 80.58 137.15 0.59 0.92
 74.14 80.16 137.06 0.58 0.92
 74.19 80.69 137.21 0.59 0.92
 73.77 79.45 137.12 0.58 0.93
 74.12 79.79 137.05 0.58 0.93
 75.68 81.94 137.05 0.60 0.92
 74.85 80.22 137.19 0.58 0.93
 73.35 78.80 137.16 0.57 0.93
 75.67 81.18 137.11 0.59 0.93
 74.05 80.15 137.17 0.58 0.92
 74.02 80.25 137.24 0.58 0.92
 73.52 78.75 135.86 0.58 0.93
 74.35 79.92 136.81 0.58 0.93
 73.46 79.88 136.56 0.58 0.92
 73.45 79.66 136.69 0.58 0.92
 73.70 79.96 136.56 0.59 0.92
 70.84 77.99 136.49 0.57 0.91
 73.70 79.78 135.76 0.59 0.92
 71.33 77.66 136.52 0.57 0.92
 73.03 79.42 136.43 0.58 0.92
 75.88 81.14 136.61 0.59 0.94
 72.15 77.69 136.63 0.57 0.93
 74.48 79.94 136.52 0.59 0.93
 74.54 80.68 136.55 0.59 0.92
 74.44 80.73 136.54 0.59 0.92
 72.00 78.58 136.57 0.58 0.92
 72.49 77.87 136.49 0.57 0.93
 74.29 79.87 136.40 0.59 0.93
 72.77 79.71 136.44 0.58 0.91
 72.06 78.16 136.53 0.57 0.92
 73.08 78.76 136.46 0.58 0.93
 75.16 81.08 136.32 0.59 0.93
 74.20 79.86 136.41 0.59 0.93
 72.37 78.01 136.54 0.57 0.93
 73.88 79.98 136.49 0.59 0.92
 71.80 77.75 136.51 0.57 0.92
 72.02 78.26 136.42 0.57 0.92
 72.24 78.49 136.53 0.57 0.92
 73.95 80.66 136.46 0.59 0.92
 72.26 78.56 136.50 0.58 0.92
