1540324758 27.69 162.38 134.26
1540324759 42.06 99.75 134.52
1540324760 49.79 84.50 134.40
1540324761 55.07 74.89 134.57
1540324763 54.55 73.17 134.61
1540324764 59.07 71.12 134.48
1540324765 63.99 73.99 134.56
1540324766 65.93 75.39 134.26
1540324768 62.25 71.69 134.40
1540324769 60.40 68.58 134.34
1540324770 64.33 72.36 134.46
1540324772 59.00 67.48 134.46
1540324773 62.66 71.37 134.16
1540324774 62.64 71.10 134.43
1540324775 61.67 70.82 134.25
1540324777 58.29 66.89 134.47
1540324778 58.96 67.08 134.31
1540324779 62.51 70.91 134.49
1540324780 60.82 69.25 134.23
1540324782 56.76 64.87 134.37
1540324783 64.21 72.26 134.34
1540324784 61.94 70.56 134.43
1540324786 57.68 66.20 134.38
1540324787 67.73 75.24 134.43
1540324788 65.31 72.52 134.34
1540324789 61.81 70.28 134.50
1540324791 63.07 71.79 134.40
1540324792 65.51 73.20 134.43
1540324793 59.97 68.36 134.33
1540324794 64.08 72.37 134.48
1540324796 64.77 73.59 134.38
1540324797 62.50 70.57 134.49
1540324798 64.67 72.93 134.38
1540324800 61.79 69.90 134.40
1540324801 61.48 69.84 134.21
1540324802 62.31 71.50 132.21
1540324803 61.27 69.69 132.22
1540324805 63.04 70.91 133.52
1540324806 63.61 72.15 134.04
1540324807 62.06 69.80 133.71
1540324809 62.34 70.61 133.30
1540324810 57.64 66.08 133.54
1540324811 63.56 71.37 134.31
1540324812 64.20 72.31 134.39
1540324814 60.02 68.75 134.39
1540324815 65.56 73.11 134.35
1540324816 61.19 69.57 134.30
1540324817 60.30 68.99 134.39
1540324819 63.00 71.47 134.36
1540324820 69.28 76.54 133.43
1540324821 65.55 73.62 133.58
1540324823 60.67 68.94 133.76
1540324824 59.51 67.62 134.16
1540324825 67.14 75.43 134.27
1540324826 57.20 66.49 134.27
1540324828 63.02 70.57 134.48
1540324829 63.58 71.40 134.37
1540324830 65.33 73.11 134.33
1540324831 59.44 68.68 134.20
1540324833 68.61 75.70 134.34
1540324834 62.63 71.05 134.21
