 575243  05.54
 1540574875 00 2 005238.40
 1540574876  004233.83
 1540574877  003442.56
 1540574878  002789.59
 1540574880  002236.94
 1540574881  001835.17
 1540574882  001489.30
 1540574883  001209.02
 1540574885  000981.18
 1540574886  000794.41
 1540574887  000644.10
 1540574889  000523.53
 1540574890  000425.35
 1540574891  000344.26
 1540574892  000279.70
 1540574894  000227.05
 1540574895  000184.13
 1540574896  000149.20
 1540574897  000121.44
 1540574899  000099.56
 1540574900  000080.59
 1540574901  000066.09
 1540574903  000053.21
 1540574904  000043.36
 1540574905  000035.58
 1540574906  000029.16
 1540574908  000024.26
 1540574909  000019.86
 1540574910  000015.42
 1540574911  000014.12
 1540574913  000011.16
 1540574914  000009.56
 1540574915  000008.47
 1540574917  000007.87
 1540574918  000007.48
 1540574919  000006.68
 1540574920  000006.51
 1540574922  000005.96
 1540574923  000006.16
 1540574924  000006.06
 1540574925  000005.76
 1540574927  000005.76
 1540574928  000005.50
 1540574929  000005.71
 1540574931  000005.63
 1540574932  000005.57
 1540574933  000005.67
 1540574934  000005.66
 1540574936  000005.76
 1540574937  000005.72
 1540574938  000005.58
 1540574940  000005.66
 1540574941  000005.63
 1540574942  000005.66
 1540574943  000005.68
 1540574945  000005.63
 1540574946  000005.63
 1540574947  000005.59
 1540574948  000005.67
 1540574950  000005.59
 1540574951  000005.64
 1540574952  000005.58
 1540574954  000005.62
 1540574955  000005.60
 1540574956  000005.60
 1540574957  000005.60
 1540574959  000005.68
 1540574960  000005.59
 1540574961  000005.65
 1540574962  000005.59
 1540574964  000005.66
 1540574965  000005.64
 1540574966  000005.65
 1540574968  000005.61
 1540574969  000005.55
 1540574970  000005.60
 1540574971  000005.59
 1540574973  000005.64
 1540574974  000005.63
 1540574975  000005.59
 1540574976  000005.62
 1540574978  000005.56
 1540574979  000005.65
 1540574980  000005.64
 1540574982  000005.62
 1540574983  000005.60
 1540574984  000005.65
 1540574985  000005.59
 1540574987  000005.66
 1540574988  000005.66
 1540574989  000005.60
 1540574991  000005.56
 1540574992  000005.65
 1540574993  000005.67
 1540574994  000005.59
 1540574996  000005.60
 1540574997  000005.49
 1540574998  000005.56
 1540574999  000005.67
 1540575001  000005.65
 1540575002  000005.57
 1540575003  000005.69
 1540575005  000005.62
 1540575006  000005.60
 1540575007  000005.60
 1540575008  000005.56
 1540575010  000005.64
 1540575011  000005.52
 1540575012  000005.62
 1540575013  000005.64
 1540575015  000005.62
 1540575016  000005.67
 1540575017  000005.61
 1540575019  000005.66
 1540575020  000005.65
 1540575021  000005.61
 1540575022  000005.67
 1540575024  000005.62
 1540575025  000005.62
 1540575026  000005.61
 1540575027  000005.54
 1540575029  000005.59
 1540575030  000005.57
 1540575031  000005.56
 1540575033  000005.61
 1540575034  000005.62
 1540575035  000005.62
 1540575036  000005.66
 1540575038  000005.61
 1540575039  000005.61
 1540575040  000005.60
 1540575041  000005.62
 1540575043  000005.66
 1540575044  000005.69
 1540575045  000005.60
 1540575047  000005.66
 1540575048  000005.63
 1540575049  000005.65
 1540575050  000005.60
 1540575052  000005.64
 1540575053  000005.58
 1540575054  000005.62
 1540575056  000005.62
 1540575057  000005.67
 1540575058  000005.61
 1540575059  000005.58
 1540575061  000005.60
 1540575062  000005.65
 1540575063  000005.64
 1540575064  000005.62
 1540575066  000005.62
 1540575067  000005.62
 1540575068  000005.66
 1540575070  000005.63
 1540575071  000005.66
 1540575072  000005.62
 1540575073  000005.66
 1540575075  000005.67
 1540575076  000005.60
 1540575077  000005.68
 1540575078  000005.64
 1540575080  000005.66
 1540575081  000005.62
